broiling Grillen
discounter discounter
distortive Verstört
embolden ermutigen
elevenths elevenths
facility Einrichtung
discharged Entlassen
eliminators Eliminatoren
fertilizer Dünger
dewberry dewberry
exorcising exorcising
disapprobation Missbilligung
flyma flyma
disconcerts disconcerts
fonder fonder
duple duple
disdained disdained
fractionation Fraktionierung
dispatches Versendet
fagots fagots
feeding Fütterung
fencer Fechter
didacticism Didaktik
flaunts flaunts
essay Aufsatz
exhibits Ausstellungen
freemasonry Freimaurerei
engravers Graveure
forewarns forewarns
falsifier falsifier
divulging Verraten
elephant Elefant
earthquakes Erdbeben
folklore folklore
eyestalks eyestalks
evacuations Evakuierungen
discrete Diskret
fulsome fulsome
dragoons dragoons
esteeming esteeming
frizzed frizzed
finding Ergebnis
doorknob Türknauf
executress executress
fording Fording
flatus flatus
fiver fiver
fare Fare
foils Folien
formulated Formuliert
doing tun
donatory donatory
doughtiness doughtiness
dryness Trockenheit
dropped fallen gelassen
ecological Ökologisch
exhaustedly exhaustedly
dusty staubig
epitomizes Verkörpert
expropriation Enteignung
etiolates etiolates
fragrant duftend
doubtfulness Zweifelhaftigkeit
elect wählen
forsaking Verlassend
dissimilar unähnlich
frittered frittered
flunks flunks
fuss Aufregung
filter Filter
detesting Verabscheuen
filiating filiating
feoffor feoffor
effluvia effluvia
disfigured Entstellt
downgrades Herabstufungen
excludes Ausgeschlossen
eton eton
dfm dfm
discommoding discommoding
filled gefüllt
dollars Dollar
font Schriftart
engineers Ingenieure
disfigure entstellen
endothelium Endothelium
expanses Expanses
duffer Duffer
devaluated devaluated
dodged Ausweichen
dumbfounded sprachlos
flagstaff Flagstaff
discographer discographer
enraptured Entzückt
dozes dozes
finesse finesse
dunnage dunnage
drays drays
exploiting Ausbeuten
epicene epicene
detainment detainment
forfeitable forfeitable
fertiliser Dünger
despoil plündern
frumps frumps
fornication Unzucht
fogbound fogbound
enormities enormities
enigma Rätsel
familial familial
enjoyments Genuss
dime dime
drib drib
dormice Dormice
exasperates Verärgert
forgather forgather
flavorings Aromen
disadvantage Nachteil
gabelle gabelle
dykes Deiche
ejectione ejectione
embryological embryological
engorged Engorged
elutes Elutiert
extroversion extroversion
dieu dieu
enciphered Verschlüsselt
flossing flossing
edentulous Zahnlos
fittings Fittings
friendlier Freundlicher
digitisation Digitalisierung
dispersant Dispergiermittel
fardel fardel
discontinuous Diskontinuierlich
fleta fleta
fiaunt fiaunt
feinting feinting
dimwit dimwit
ethylene Ethylen
elves Elfen
districting districting
gadabout gadabout
duns duns
fitzroy fitzroy
doctorate Promotion
fairground Messegelände
fricatives Frikative
festers Fester
foamed Geschäumt
footed footed
dopy dopy
epinephrine Epinephrin
freelance freiberuflich
devest devest
eyebrows Augenbrauen
forbear Vorfahr
designator Designator
experts Experten
felo felo
expectorant Schleimlösend
eileen eileen
endearingly endearingly
frizzier frizzier
dissuasions dissuasions
dilettantish Dilettantischen
examine untersuchen
fought Gekämpft
emphasised Betont
fraternity Brüderlichkeit
frock Kittel
excavating Ausgraben
dowering dowering
detaching Ablösen
exterminations exterminations
disembodiment disembodiment
gangrenes gangrenes
freckling freckling
fleeing Fliehen
duller Duller
forgave forgave
epigrammatic epigrammatic
dithers Dithers
frostily frostily
divorcee Geschiedene
eigne eigne
excoriate excoriate
fritters Krapfen
emotions Emotionen
dews dews
exceptionally außergewöhnlich
flogged Gepeitscht
elevating Heben
fs fs
enviably enviably
fireguard fireguard
ferm ferm
energisers energisers
endways endways
dual dual
disaffecting disaffecting
electrolytic Elektrolytisch
dynes Dynes
flaunting Flaunting
dogged Hartnäckig
fo fo
duplicator Duplizierer
fumigates fumigates
fling schleudern
fahrenheit fahrenheit
felled Gefällt
destabilizing Destabilisieren
excavation Ausgrabung
discolour verfärben
eiderdown Federbett
endothermic endothermisch
festinated festinated
factorizing factorizing
egregious Ungeheuerlich
feme feme
ethelred ethelred
fabliaux fabliaux
foxtrots foxtrots
fingerless fingerless
folding Falten
dollies dollies
freewheels Freewheels
excursion Ausflug
flakiness flakiness
dilatation Erweiterung
fantod fantod
fascinatingly faszinierend
entertains Unterhält
famously Berühmt
efficaciously efficaciously
figured Gedacht
feelingly feelingly
garlicky garlicky
dissipates dissipates
garnet Granat
flashiest flashiest
fifteen fünfzehn
downs downs
el el
dubbed dubbed
gamy gamy
euphonic Euphonic
exuberantly exuberantly
dossers dossers
dullards dullards
divorcing Scheiden
extortion Erpressung
equably equably
expenditure Ausgaben
garrottes garrottes
encrypted Verschlüsselt
exiting Aufregend
dumb stumm
erasures Löschungen
desiccating Trocknen
entr'acte entr'acte
fleet Flotte
divisibly divisibly
ferried ferried
gasket Dichtung
enrollments Einschreibungen
forgive verzeihen
folklorists folklorists
disengaged Ausgeschaltet
fencing Fechten
foe Feind
ecstacy ecstacy
frequenters frequenters
disafforests disafforests
ergonomic ergonomisch
dopiness dopiness
drubbed drubbed
enlighten erleuchten
dissertation dissertation
exall exall
disinclined disinclined
enough genug
exhaling Ausatmen
gatherings Versammlungen
effected effected
disproof Widerlegung
epitomised Verkörpert
dissolved Aufgelöst
disbands Disbands
earthiest earthiest
fabric Stoff
gael Gael
encroach Beeinträchtigen
distinction Unterscheidung
ephesus ephesus
distension Distension
fathers Väter
dispatcher dispatcher
espresso espresso
dislocates Verschiebt sich
electoral Wahl
disparaging Abschreckend
dissociating Dissoziieren
fizzles Zischen
eliminated eliminiert
gaga gaga
ebony ebony
divergent abweichend
eighties eighties
dingoes Dingos
freeholders Freiberänder
disambiguation Disambiguierung
footgear footgear
disengage lösen
envisioned vorgestellt
extraneous Fremd
dissimulate dissimulate
fraudulent Betrügerisch
fujitsu fujitsu
exclaim ausrufen
gainsaying gainsaying
enslavement Versklavung
frolicked frolicked
forestalling Vorsichtig
distinctly deutlich
detestably detestably
durban durban
disembarrassed disembarrassed
flyby flyby
dominating Dominieren
gaffing gaffing
extoll extoll
fortuit fortuit
fomented Gefickt
driveling driveling
fulfils Erfüllt
enrollee enrollee
ganders ganders
fourfold vierfach
fu fu
face Gesicht
disapprove missbilligen
frustration frustration
estoppel estoppel
ejaculating ejaculating
firewood Brennholz
diatheses diatheses
frs frs
flashgun flashgun
electrochemical Elektrochemisch
drowning Ertrinken
energizing Erregt
flossy flossy
filigrees filigrees
expandable erweiterbar
dosages dosages
efflorescence Ausblühungen
devesting devesting
draped Drapiert
desensitizing Desensibilisieren
execution Ausführung
farvand farvand
dive tauchen
disoblige disoblige
disembarrass disembarrass
dominus dominus
divisions Abteilungen
florets Florets
fonttbl fonttbl
detraining detraining
fronting fronting
frais frais
duds Duds
freons Freons
falsest falsest
discoursed discoursed
gafol gafol
franker franker
enamour entzücken
famed berühmt
exhumes exhumes
fancily fancily
formalized Formalisiert
dreads dreads
fosters fosters
embarrassed verlegen
fretting Fretting
directing Richten
fistuca fistuca
dragster dragster
forelock Stirnlocke
enchanter Zauberer
diadem diadem
escheators escheators
fatalities Todesopfer
espartos espartos
eschatological Eschatologisch
egret Reiher
diseases Krankheiten
exit Ausfahrt
disgracing Schändlich
dub Dub
dynasts dynasts
faun faun
eccentrics Exzentriker
faeroe faeroe
earthward Erdwärts
effluxions effluxions
elegies Elegies
garbed garbed
embezzle unterschlagen
eatable eatable
dilute verdünnen
dragsters dragsters
frolic Scherz
epicurean Epikureer
fallopian Eileiter
galvanism Galvanismus
fro fro
exogamy exogamy
fanfares Fanfaren
disgraceful Schändlich
dumdums dumdums
elbows Ellbogen
displeasure Unmut
divagates divagates
frankfurters Frankfurter Würstchen
exceeded Überschritten
disquiets disquiets
document Dokument
disambiguated Disambiguiert
excursive excursive
fluoridates fluoridates
draughtboard draughtboard
dooms dooms
fields Felder
frenzied Wahnsinnig
fatties fatties
frogman Froschmann
escapable escapable
gallstones gallstones
escapologist escapologist
fanlights fanlights
dexterousness dexterousness
fickle wankelmütig
frostbitten erfroren
funkier funkier
falafel falafel
freely frei
dictus dictus
expediters expediters
fissionable Spaltbar
empirically empirisch
fairness fairness
effecting effecting
desires Wünscht
flank Flanke
fetishist fetishist
discourtesy Unhöflichkeit
electrolyzing electrolyzing
enfolding enfolding
duff duff
flywheel Schwungrad
gamma gamma
equation Gleichung
disseised disseised
draco draco
forecast Prognose
embryology embryology
extremity Extremität
fortyish fortyish
effusive überschwänglich
extroverted Extrovertiert
funked funked
elizabethan elisabethanisch
galleon Galeone
effulgent effulgent
galaxies Galaxien
flameproof Flammfest
detoured detoured
earned Verdient
enjoys Genießt
enthusing enthusing
espadrilles espadrilles
fiddled Fummelte
dualistic dualistisch
digitising digitising
endive Endivie
enlightens Erleuchtet
enlistment Eintreffen
erupt ausbrechen
ethically ethisch
duskiness duskiness
feebly Schwach
friar Mönch
foundered foundered
extractable extrahierbar
dike Deich
disagreeable unangenehm
felicitous Gelungen
dilatory Dilatorisch
facets Facetten
epigraphy epigraphy
forwarders Forwarder
fowled fowled
foreclosures foreclosures
furniture Möbel
ferarum ferarum
digging Graben
forums Foren
forewent forewent
eagles Adler
flabbiness Schlaffheit
dopes dopes
eruptions Eruptionen
difficult schwer
endears endears
fraud Betrug
firstly erstens
flouted Geflucht
durst durst
distillate Destillat
feelings Gefühle
disinfecting Desinfizieren
doc doc
drowsiest drowsiest
eurocrat eurocrat
falsus falsus
frayed ausgefranst
entering Eintreten
fitted tailliert
dunstable dunstable
filtrating filtrating
disintegration Zerfall
electrophorus electrophorus
fretum fretum
expurgates expurgates
emphatically Nachdrücklich
euphemistic Euphemistisch
fudge Fudge
flocculation Flockung
feigning Vorgetäuscht
etagere etagere
dispositive Entsetzlich
fettered Gefesselt
etiologist etiologist
exults Erfreut
estranged entfremdet
drowns Ertrinkt
downhill bergab
felicitates felicitates
extemporising extemporising
diptych diptych
ejectment ejectment
finked finked
distrainer distrainer
disestablishing disestablishing
enervation enervation
fluxed Geflutet
digesters digesters
ends Endet
fructifies fructifies
epidemiologist Epidemiologe
funnily funnily
fleawort fleawort
dispossessing dispossessing
franked franked
embosses embosses
disasters Katastrophen
eclectically Eklektisch
faro faro
euphonies euphonies
dibbles dibbles
else sonst
enameling Emaillieren
deviltries deviltries
enchanted Verzaubert
deviated Abgewichen
endogamy endogamy
disemploying disemploying
disband auflösen
diseconomy diseconomy
entwine umschlingen
fruited fruited
executions Ausführungen
dismal Düster
disenfranchised Entfremdet
d�tentes dƒtentes
faction Fraktion
endearment Zärtlichkeit
discharge entladen
diagrammatically Schematisch
desynchronises desynchronises
extremist extremist
dumfries dumfries
dimensioning Dimensionierung
disaster Katastrophe
dwelling Wohnung
donating Spenden
dynamos dynamos
domination domination
fondles fondles
excusable excusable
disporting Disportieren
forefoot Vorfuß
dreams Träume
enkindle enkindle
foretelling foretelling
expatriates expatriates
encroachment Eingriff
extract Extrakt
dinner Abendessen
faggots faggots
forerunner forerunner
doper doper
fondled fondled
fermes fermes
dystrophic Dystrophischen
draught Entwurf
foiled Vereitelt
flange Flansch
ethos Ethos
diesels diesels
galas galas
fervency fervency
emboldening Ermutigend
fulmen fulmen
essartum essartum
divertimentos divertimentos
doubts Zweifel
downing downing
flubs flubs
entrepreneur Unternehmer
extrapolations Extrapolationen
flatboats flatboats
envelopment Umhüllung
forisfamiliated forisfamiliated
extensive Umfangreich
fads fads
frizzles frizzles
floras floras
fibril fibril
disable Deaktivieren
etch ätzen
discord Zwietracht
disdain Verachtung
expeditions Expeditionen
forewarnings forewarnings
floes Schollen
dispirit entmutigen
effortless mühelos
flans flans
extorting Erpressen
fatuum fatuum
factionalism Factionalismus
desolates desolates
extravagantly Extravagant
destitute mittellos
frump frump
evasive ausweichend
dribbled Dribbelt
file Datei
fuselages Rümpfe
figaro figaro
detainee Häftling
drupaceous drupaceous
freeloading freeloading
discophile discophile
dynamited dynamited
farce farce
fermanagh fermanagh
ganglia Ganglien
fusilier fusilier
elucidates Erhellt
etna etna
fingertips Fingerspitzen
dreamer Träumer
duchess Herzogin
enfeoffing enfeoffing
diciest diciest
eltham eltham
disinhibits disinhibits
filial Kindlich
dulocracies dulocracies
endomorph endomorph
disinherits disinherits
engraver Graveur
epileptic Epileptisch
disturbers disturbers
exhaustible Erschöpfbar
exclamation Ausruf
fearfully ängstlich
forklifts Gabelstapler
fineness fineness
galore in Hülle und Fülle
fuses Sicherungen
fettled fettled
despatching despatching
exploiter exploiter
dominoes Domino
desynchronised desynchronised
discards Verworfen
folksiest folksiest
flacks flacks
effaced Ausgelöscht
galicia galicia
embassages embassages
fingerprints Fingerabdrücke
dispatching dispatching
ephemerally ephemerally
dismount Abgang
designation Bezeichnung
foodstuffs Lebensmittel
furtherance Förderung
determinants Determinanten
fedoras fedoras
edgings Edgings
dissoluteness Zügellosigkeit
enigmas enigmas
effects Auswirkungen
freer Freier
gaffe Fauxpas
escalating Eskalieren
dynamically Dynamisch
enslave versklaven
destroyers Zerstörer
firkins firkins
drainage drainage
dialectal dialectal
fomenter fomenter
douse begießen
febrile Fiebrig
elapsing Vergangen
finns finns
dragger dragger
drabbest drabbest
discommode discommode
fettering Fettering
foghorns foghorns
gams gams
galvanised Verzinkt
exerting Ausüben
disappoint enttäuschen
ease Leichtigkeit
espy espy
embracery embracery
enslaves Versklavt
dispersing Dispergieren
fairies Feen
distortion Verzerrung
fy fy
discotheques discotheques
dolby dolby
dictation Diktat
encyclopaedically encyclopaedically
erode erodieren
gastronomes gastronomes
disavowing Verwerfen
flashy auffällig
edmonds edmonds
euromarket euromarket
dichotomises dichotomises
flaking Abblättern
eurodollars eurodollars
foxgloves Fingerhandschuhe
downier downier
draft Entwurf
gamester Spieler
furore furore
flier Flieger
establishment Einrichtung
festinate festinate
embodying Verkörpern
electroplates electroplates
eric eric
gasman gasman
develops Entwickelt sich
expropriators expropriators
downward nach unten
deterring Abschrecken
elenchi elenchi
earflap earflap
disrespectfully respektlos
farmyard Hof
fat Fett
favorable günstig
eloping eloping
forces Kräfte
editorialise editorialise
factorization Faktorisierung
digitally Digital
deserve verdienen
flimsiness Dürftigkeit
drove Fuhr
endangerment endangerment
eiger eiger
finances Finanzen
flunking flunking
evaporating Verdunsten
elbe elbe
disenfranchises disenfranchises
flattering schmeichelhaft
finesses finesses
dysprosium dysprosium
emptiness Leere
dizzily Schwindelig
filthier filthier
famine Hungersnot
detersive detersive
desynchronize desynchronize
disaffirming disaffirming
disproving Widerlegung
flaccid schlaff
gadfly Bremse
discriminatory diskriminierend
edges Kanten
dolling dolling
distributees distributees
disrupted gestört
doleful Schrecklich
forests Wälder
gargled Gurgelte
fauna fauna
embracing Umarmen
detracted Beeinträchtigt
fretfulness fretfulness
disowns Verleugnet
encapsulates Kapselt
flacons flacons
fogged Beschlagen
frequency Frequenz
garrisoned garrisoned
eddied Eddied
efferent Efferent
fleck fleck
duces duces
flirts Flirtet
ferment ferment
fluttery fluttery
fosses fosses
eerie unheimlich
elba elba
freewheeled freewheeled
focussing Fokussierung
fretsaws fretsaws
emigrated Emigriert
failing Versagen
execs execs
dissipation Dissipation
fineries fineries
eleemosynary eleemosynary
disputing Anfechtung
followers Anhänger
flyways flyways
freights freights
diners diners
dyke Deich
diaeresis diaeresis
dilutes Verdünnt
eighteenth Achtzehnten
force Kraft
exploitable Ausbeutbar
filmed Gefilmt
dissatisfying Unzufrieden
excites Erregt
fenestration Fenestration
entombs entombs
drunk betrunken
dripping Tropfend
foretastes foretastes
erects erects
eolithic eolithic
filiated filiated
dotting Dotten
excoriation excoriation
floozies floozies
dialect Dialekt
figs figs
dredged Ausgegraben
eloquence Beredsamkeit
evening Abend
equality Gleichberechtigung
funerals Beerdigungen
domini domini
expectation Erwartung
excretes excretes
dud Blindgänger
foregathers foregathers
filers filers
evacuates evacuates
fortunate glücklich
exalts Erhebt
eurasians eurasians
exactly genau
europeanizing europeanizing
estimated Geschätzt
exhortative exhortative
frustrates Frustriert
drive Fahrt
eros eros
downed downed
distracting Ablenkend
fibroids Fibroids
discoursing discoursing
destitution Elend
dismountable Zerlegbar
directories Verzeichnisse
eucalyptus Eukalyptus
enfeeblement Schwächung
footholds Stillstehen
firestone Feuerstein
executorial executorial
eccentricities Exzentrizitäten
documenting Dokumentieren
evoking Evozieren
donor Spender
earthenware Steingut
furriest Schlechtersten
entia entia
empiricism Empirismus
ewage ewage
emily emily
endpoint endpoint
fluctuation Fluktuation
fructus fructus
gaslights gaslights
filmiest filmiest
entrapments Einschlüsse
flare Aufflackern
eardrum eardrum
dutiful pflichtbewusst
forgiving versöhnlich
discophiles discophiles
falcon Falke
disquieting Beunruhigend
factotum factotum
firemen Feuerwehrleute
epics Epics
emptily emptily
discontent Unzufriedenheit
fails Scheitert
desideratum desideratum
elizabeth elizabeth
farces farces
exalting Erheben
errantry errantry
exonerate entlasten
disaffirmed disaffirmed
finder finder
earn verdienen
flatfish flatfish
division Aufteilung
distiller Brenner
fetching Holen
fastened Befestigt
formats Formate
features Eigenschaften
every jeden
drifting Driften
fistfuls fistfuls
exultantly Fröhlich
explorers Entdecker
foregone Vernachlässigt
dries Trocknet
firebomb Brandbombe
exponentially exponentiell
engravings Gravuren
exchequers exchequers
flatlands flatlands
entwining Umschlingen
epiphyte epiphyte
fingernail Fingernagel
deuterium deuterium
eight acht
extradite extradite
escutcheons Wappen
disassociated disassociated
furbish Stören
evanescing evanescing
galloped Galoppiert
fascinating faszinierend
dissolutely dissolutely
drunkards Betrunkene
franciscan Franziskaner
flyblown flyblown
freedmen freedmen
existentialist existentialist
fascists Faschisten
dolorously dolorously
fein fein
dissonant dissonant
drowned ertrank
entreaty Flehen
disgusts Ekelt
extraterrestrial Außerirdisch
doves Tauben
extrication extrication
filacers filacers
effete effete
dorcas dorcas
forewarning forewarning
fit passen
freest Freest
diffusive Diffusiv
doused Ausgegliedert
extrapolated Extrapoliert
escaroles escaroles
fides fides
fabricate fabrizieren
fibres fibres
fluently fließend
felicities Glückseligkeiten
edgier Edgier
effaces effaces
faustus faustus
flasks Kolben
flings flings
fourteenths fourteenths
effusions Ergüsse
gabbers gabbers
disassembled Zerlegt
disavowals disavowals
extricable extricable
dessertspoon dessertspoon
fanciers fanciers
diphthongs diphthongs
draughtiness draughtiness
flagon flagon
equidistantly Gleichmäßig
discreditably discreditably
dispersal Zerstreuung
encephalon encephalon
dot Punkt
educes educes
distrainers distrainers
favorites Favoriten
dundalk dundalk
dwellings Wohnungen
drying Trocknen
endure ertragen
firebrick Firebrick
environment Umwelt
economizing economizing
fleeciness fleeciness
equalisation equalisation
dollop Klacks
disapprovingly disapprovingly
fussing Fussing
electrodes Elektroden
emancipators emancipators
frowzier frowzier
etched Geätzt
fall fallen
effluvial effluvial
fricative Reibelaut
dixit dixit
ewe Mutterschaf
eyries eyries
empiricist Empiristin
freeloaders Freeloader
distrustfully distrustfully
disaccustom disaccustom
excellencies Exzellenzen
fibrillation Fibrillation
dimity dimity
differing Unterschiedlich
expectedly erwartungsgemäß
formulates Formuliert
emperors Kaiser
disconnecting Trennen
dress Kleid
ferrule Zwinge
flawed Fehlerhaft
futile zwecklos
dwelled Wohnte
earaches earaches
dumpier dumpier
gangland gangland
farrow Farrow
exacerbates Verschärft sich
fianc� fiancƒ
disabilities Behinderungen
finny finny
discographers discographers
drogheda drogheda
exploited Ausgenutzt
ductless ductless
floundered Geflochten
doubly doppelt
feminine feminin
duncan duncan
factious factious
encomium Lobrede
feria feria
factorability factorability
dredges Dredgen
extraditing extraditing
detinuits detinuits
feeds feeds
disquietude disquietude
dissembles dissembles
fixate fixate
foregoing Vorhergehend
dit dit
fatigues fatigues
dying Sterben
diffuser Diffusor
feldspar Feldspat
dumped abgeladen
faunae faunae
federalization federalization
flirted Geflirtet
frothing Schäumen
dumper Dumper
escritoires escritoires
emphasise emphasise
exeter exeter
floweriest floweriest
disgracefully Schändlich
dialysis Dialyse
evanescence Vergänglichkeit
gabardines gabardines
detracts Beeinträchtigt
fibre Faser
eternalised eternalised
educative Erzieherisch
disassembles Zerlegt
dissuaded Abgeraten
dust Staub
docent docent
gasoline Benzin
exiled Verbannt
espressos espressos
edgbaston edgbaston
disguised Verkleidet
fictitiously Fiktiv
frail gebrechlich
files Dateien
flip flip
disassociating disassociating
dropper Tropfer
fleecing Flehen
disuniting disuniting
distributing Verteilen
divesting Veräußern
draughtboards draughtboards
disused Stillgelegt
dissevered dissevered
francis francis
extinguish löschen
enchantments Bezaubern
formalising formalising
forgot vergessen
enthroning enthroning
embalm einbalsamieren
fourths Vierten
fiesta fiesta
fencers Fechter
eyeballing Anglotzen
entraps Eindringt
foxhall foxhall
faradays faradays
execrate execrate
erasable erasable
devested devested
enslaving Versklavung
emissary Emissär
fetid stinkend
enteritis Enteritis
duluth duluth
dossed dossed
formations Formationen
evaluated Ausgewertet
gallons Gallonen
extemporisation extemporisation
fortune Vermögen
fib Flunkerei
entrances Eingänge
forefront Vordergrund
frowned Runzelte die Stirn
endomorphs endomorphs
eliminate beseitigen
frowns Stirnrunzeln
dissevering dissevering
expressionist expressionist
funfairs funfairs
dissents dissents
dijudication dijudication
felicitously felicitously
foghorn foghorn
dialects Dialekte
drastically Drastisch
dislike nicht gefallen
disestablished disestablished
extolled Gepriesen
dyes Farbstoffe
enquires enquires
emendatory emendatory
dispirited entmutigt
galvanizing Verzinkt
dismantles Zerlegt
epigraph epigraph
expatriate expatriate
facies facies
disallowable disallowable
freud freud
freudians freudians
ecocide ecocide
energized Erregt
foreplay foreplay
fervently inbrünstig
eavesdroppers Lauschen
firebrand Firebrand
enveloped Umhüllt
enclitic enclitic
fluorite Fluorit
discountenanced discountenanced
fluorides Fluoride
divinely Göttlich
explications explications
fecundated fecundated
evangelised evangelised
fragmentary fragmentarisch
frightful Schrecklich
differentiated Differenziert
foodstuff Nahrungsmittel
discreetly dezent
exuberance Überschwang
fever Fieber
exposed ausgesetzt
gatecrashes gatecrashes
forging Schmieden
dismantle abbauen
femes femes
exigencies Erfordernisse
discussion Diskussion
feeder Feeder
fomentation fomentation
dyslectic dyslectic
fieldman fieldman
diagnoses diagnoses
flattening Abgeflacht
drew Zog
floater floater
executes Ausgeführt wird
fussy pingelig
gaffers Oberbeleuchter
flocs flocs
exemplars Exemplar
diapering diapering
eli eli
fences Zäune
dilettante dilettante
ecumenism Ökumenismus
embittering embittering
flunkey flunkey
dole Dole
eschewed Verzögert
flanges Flansche
flowerier flowerier
estonia Estland
despicably despicably
frederick frederick
dryers Trockner
driver Treiber
freebooters Freebooters
doddering doddering
executory executory
formalises formalises
disjoints disjoints
exterminate vernichten
downloads downloads
fiefs Lehen
disbursals disbursals
eremites eremites
exports Exportiert
fakir fakir
gainful Erfreulich
gains Gewinnt
dosing Dosierung
facts Fakten
execrations execrations
ejaculator ejaculator
enwrap enwrap
flycatcher flycatcher
fay fay
feathering Federung
elucidative elucidative
folger folger
fieldmen fieldmen
explanation Erläuterung
fringes Fransen
digitized Digitalisiert
displeased unzufrieden
garrotte garrotte
electropositive electropositive
dimisi dimisi
exorbitance exorbitance
exorbitantly exorbitantly
fivefold Fünffach
financially finanziell
eighth achte
equerries equerries
during während
dishabille dishabille
furors furors
etchings Radierungen
fully völlig
dotty dotty
emaciates emaciates
flattest flattest
enervate enervate
duplicators duplicators
elegise elegise
expires läuft ab
ennoblement Veredelung
funds Mittel
disadvantaged benachteiligt
enthusiast enthusiast
frisked Frisked
entrapped Eingeschlossen
eastman eastman
enfield enfield
essays Essays
exile Exil
distantly Fern
dynasty Dynastie
flood Flut
gardening Gartenarbeit
fenugreek Bockshornklee
dissatisfied unzufrieden
donative donative
forger Fälscher
discombobulate discombobulate
draughts Entwürfe
fluoridating fluoridating
expansionism expansionism
dignify Würdigen
flocculated Ausgeflockt
fannies fannies
discussed Diskutiert
executive Exekutive
encourages Ermutigt
frappe frappe
disloyalty Untreue
gadgets gadgets
flymas flymas
flashlights Taschenlampen
fijians fijians
exhaust Auspuff
enacts Verordnet
exceptionable Aussagekräftig
drawees drawees
fatua fatua
diver Taucher
discussions Diskussionen
entrant Eintritt
gall Galle
fixative Fixativ
entablatures Entablaturen
dynamite Dynamit
forefather Urvater
garrison Garnison
fictions Fiktionen
fori fori
dyspeptic dyspeptic
duels Duelle
earpiece Hörmuschel
enlaces enlaces
do machen
exonerating Entlasten
dumpiest dumpiest
dissipaters dissipaters
frisbees frisbees
exorcised exorcised
era Epoche
dramatised Dramatisiert
esteem Wertschätzung
dosses dosses
formidable Furchtbar
externalize Externalisieren
evince evince
exhilarate Berauschen
freezes Friert ein
extemporization extemporization
equalling Gleich
editorialized editorialized
dosed Dosiert
elopement Entführung
erected Errichtet
elasticity Elastizität
designed entworfen
fats Fette
drummond drummond
florescence florescence
fez fez
evolve entwickeln
funiculars funiculars
erysipelas Erysipel
formulae Formeln
exhale ausatmen
foreman Vorarbeiter
foretokened foretokened
frazzling frazzling
dottiest dottiest
exercising Ausüben
felicity Glückseligkeit
excepting excepting
fudges fudges
disinherit enterben
extemporizes extemporizes
fourscore fourscore
firewall firewall
extensibility Erweiterbarkeit
fabrications Fertigung
dynastic Dynastisch
fancy schick
emanates Ausgeht
extinguishing Auslöschen
fazing fazing
fulfilled Erfüllt
fuser Fixer
discursively discursively
ethelwulf ethelwulf
eyesight Sehvermögen
faultiest faultiest
furrows Furchen
downbeats downbeats
dieter dieter
fashioning fashioning
faintest Leiseste
energizers Energizer
elongate Langgestreckt
doomsday Tag des Jüngsten Gerichts
fraternize fraternisieren
efficient effizient
forgo verzichten
fords Forts
drooping Herabhängen
foreshore Vorland
forsaken verlassene
forswears forswears
excuses Entschuldigungen
euphonically euphonically
disarmed Entwaffnet
edgware edgware
fumigant Begasungsmittel
desoldering Entlöten
determinability determinability
enraged wütend
equanimity Gleichmut
endosperm endosperm
etym etym
endings Endungen
dourest dourest
fixates Fixiert
fletcher Fletcher
farts Farts
donnelly donnelly
frigidity Frigidität
foreign Fremd
epitomizing epitomizing
father Vater
emitter emitter
fastening Befestigung
evenness evenness
forced gezwungen
dishonourable unehrenhaft
explored Erforscht
enamel Emaille
establishments Betriebe
favorite Favorit
dihedrals dihedrals
funafuti funafuti
earphones Kopfhörer
gads gads
eruption eruption
duos duos
dungeons dungeons
fluoroscopy Fluoroskopie
doorjambs doorjambs
enthralling Spannend
dories dories
digraphs Digraphen
destroying Zerstören
exterminating Vernichtend
feathers Gefieder
finch Fink
durmast durmast
effusiveness Effusivität
finalize Abschließen
edited Bearbeitet
fermentation fermentation
faciendum faciendum
exoduses exoduses
garnisher garnisher
dissatisfactory dissatisfactory
destroys Zerstört
digester digester
engrossed vertieft
ecuador ecuador
disseminate verbreiten
fissured zerklüftet
firming Straffung
extremis extremis
dices dices
fanzine fanzine
dominators dominators
faster schneller
electroencephalograph electroencephalograph
ding ding
disillusionment Ernüchterung
envenoms envenoms
enfeoffments enfeoffments
emits Emittiert
excels Zeichnet sich aus
gaits Gaits
filterability filterability
fluvial fluvial
disrupter disrupter
fireguards fireguards
dunce Dunce
firedog firedog
garlanded garlanded
exceed überschreiten
foothills Vorgebirge
fumed Gefärbt
diastase diastase
empanels empanels
flatworms Flachwürmer
elizabethans elizabethans
flavorless Geschmacklos
eritrea eritrea
factoring factoring
foldage foldage
gambol Gambol
flaw Fehler
disposed Entsorgt
evisceration Ausweide
discomfit Unbehagen verursachen
epitome Inbegriff
dna dna
diktats Diktaten
distrain distrain
dibrell dibrell
ebbs Ebbs
exotics exotics
enmity Feindschaft
fertilize düngen
expecting Erwarten
flunkies Flunkies
enshrined Verankert
exploitative Ausbeuterisch
enervating enervating
diametrical diametral
emboldens Ermutigt
distribution Verteilung
franklin franklin
emblematically emblematically
fingerprinting Fingerabdruck
entrails Eingeweide
enunciate aussprechen
dues Gebühren
filed Eingereicht
elm Ulme
dingo dingo
dragged Gezogen
evenings Abends
einsteinium einsteinium
diploid Diploid
discarding Verwerfen
fauntleroy fauntleroy
